transaction_id,timestamp,sender_id,receiver_id,transaction_type,merchant_category,amount,status,city,device_type,is_fraud
TXN117098,2025-01-01 13:59:13,USR19229,MER1236,Card,Recharge,408.59,Success,Mumbai,Android,0
TXN108206,2025-01-01 13:59:58,USR12404,MER1077,Netbanking,Grocery,426.21,Success,Lucknow,Android,0
TXN104728,2025-01-01 14:13:27,USR16162,MER1257,UPI,Recharge,109.46,Success,Chennai,Web,0
TXN103570,2025-01-01 14:22:12,USR13556,MER1128,UPI,Grocery,972.73,Success,Kolkata,Android,0
TXN121739,2025-01-01 14:33:37,USR13320,MER1026,UPI,Shopping,2027.6,Success,Lucknow,Android,0
TXN123301,2025-01-01 14:34:17,USR19493,USR18346,UPI,P2P Transfer,466.8,Success,Chennai,iOS,0
TXN119471,2025-01-01 15:05:33,USR11194,MER1461,UPI,Recharge,33.24,Success,Mumbai,Android,0
TXN111694,2025-01-01 15:24:26,USR11486,MER1439,Wallet,Grocery,61.36,Success,Hyderabad,Android,0
TXN103976,2025-01-01 15:38:31,USR15992,MER1011,Card,Food Delivery,52.96,Success,Ahmedabad,Android,0
TXN114337,2025-01-01 15:54:22,USR15254,MER1135,Card,Food Delivery,107.86,Success,Jaipur,iOS,0
TXN117487,2025-01-01 16:10:49,USR17794,MER1066,UPI,Travel,152.63,Success,Delhi,iOS,0
TXN124518,2025-01-01 16:28:11,USR15881,MER1231,Wallet,Travel,726.97,Success,Chennai,Android,0
TXN102229,2025-01-01 16:35:48,USR18704,MER1013,UPI,Food Delivery,268.57,Success,Hyderabad,Android,0
TXN109673,2025-01-01 17:00:09,USR13596,MER1361,UPI,Food Delivery,106.39,Success,Delhi,Android,0
TXN102177,2025-01-01 17:10:29,USR19323,MER1354,Card,Entertainment,121.26,Success,Ahmedabad,Android,0
TXN103086,2025-01-01 17:11:03,USR12925,MER1436,UPI,Travel,261.13,Success,Jaipur,iOS,0
TXN116399,2025-01-01 17:12:30,USR14985,MER1301,UPI,Entertainment,36.78,Success,Lucknow,iOS,0
TXN121543,2025-01-01 17:48:56,USR16159,MER1163,UPI,Grocery,226.5,Success,Jaipur,Android,0
TXN100044,2025-01-01 17:53:02,USR10667,USR14468,Netbanking,P2P Transfer,910.23,Success,Lucknow,Web,0
TXN117932,2025-01-01 18:13:35,USR18429,MER1289,UPI,Entertainment,267.57,Success,Ahmedabad,Android,0
TXN106657,2025-01-01 18:26:22,USR15887,MER1154,UPI,Bill Payment,487.69,Success,Mumbai,Android,0
TXN109482,2025-01-01 19:05:18,USR10643,MER1179,UPI,Recharge,315.02,Success,Mumbai,Android,0
TXN109391,2025-01-01 19:20:10,USR10447,MER1243,UPI,Entertainment,215.04,Success,Ahmedabad,Android,0
TXN103475,2025-01-01 19:36:20,USR11378,MER1261,UPI,Entertainment,568.77,Success,Pune,iOS,0
TXN113557,2025-01-01 19:45:01,USR15320,MER1303,Netbanking,Recharge,1587.43,Success,Chennai,Android,0
TXN107389,2025-01-01 19:57:31,USR10625,MER1396,UPI,Shopping,795.64,Success,Mumbai,iOS,0
TXN104137,2025-01-01 20:01:35,USR17773,MER1416,Wallet,Shopping,2049.69,Success,Jaipur,Android,0
TXN123528,2025-01-01 20:20:06,USR12106,MER1262,UPI,Entertainment,371.88,Success,Jaipur,Web,0
TXN119469,2025-01-01 20:25:03,USR16215,MER1497,Netbanking,Grocery,269.71,Success,Bengaluru,Android,0
TXN116861,2025-01-01 20:25:16,USR16728,MER1369,Card,Food Delivery,20.03,Success,Jaipur,Android,0
TXN118132,2025-01-01 20:26:51,USR10295,MER1182,UPI,Shopping,1394.95,Success,Lucknow,Android,0
TXN111365,2025-01-01 20:47:48,USR15075,MER1377,UPI,Entertainment,1066.16,Success,Lucknow,Android,0
TXN106592,2025-01-01 20:59:30,USR16109,MER1018,Wallet,Fuel,717.81,Success,Delhi,Android,0
TXN107259,2025-01-01 21:43:39,USR11503,MER1429,Card,Bill Payment,561.3,Success,Kolkata,Android,0
TXN119045,2025-01-01 22:15:39,USR12066,USR13816,UPI,P2P Transfer,442.69,Success,Chennai,iOS,0
TXN101661,2025-01-01 23:26:15,USR12815,MER1238,UPI,Food Delivery,29.7,Success,Hyderabad,Android,0
TXN113336,2025-01-02 05:17:51,USR18021,MER1394,Wallet,Grocery,94.03,Success,Lucknow,Android,0
TXN124860,2025-01-02 06:01:49,USR12288,MER1185,UPI,Fuel,325.53,Success,Bengaluru,Android,0
TXN118342,2025-01-02 06:31:01,USR10567,MER1146,UPI,Fuel,1303.03,Success,Bengaluru,Android,0
TXN110159,2025-01-02 07:02:47,USR11575,MER1317,Wallet,Shopping,753.48,Success,Ahmedabad,Android,0
TXN119396,2025-01-02 07:07:03,USR11404,MER1060,Wallet,Bill Payment,355.13,Success,Bengaluru,Android,0
TXN112027,2025-01-02 07:34:29,USR11569,USR15421,UPI,P2P Transfer,358.52,Success,Bengaluru,iOS,0
TXN113485,2025-01-02 07:35:41,USR15036,MER1141,Wallet,Grocery,172.12,Success,Mumbai,Android,0
TXN111206,2025-01-02 08:13:45,USR18248,MER1355,Netbanking,Bill Payment,201.35,Success,Delhi,Android,0
TXN110823,2025-01-02 08:28:57,USR11821,MER1368,Netbanking,Grocery,67.48,Failed,Bengaluru,Web,0
TXN110868,2025-01-02 08:36:23,USR10442,MER1292,UPI,Fuel,307.71,Success,Delhi,iOS,0
TXN112929,2025-01-02 09:05:32,USR15065,MER1081,UPI,Bill Payment,355.4,Success,Hyderabad,Android,0
TXN110625,2025-01-02 09:16:11,USR15499,USR11089,UPI,P2P Transfer,3497.15,Success,Chennai,Android,0
TXN114469,2025-01-02 09:18:22,USR15476,MER1314,UPI,Insurance,435.44,Failed,Pune,iOS,0
TXN104952,2025-01-02 09:53:16,USR16896,MER1171,UPI,Fuel,331.2,Success,Chennai,Android,0
TXN112507,2025-01-02 10:05:38,USR11597,MER1296,Card,Entertainment,77.1,Failed,Mumbai,Android,0
TXN121759,2025-01-02 10:18:12,USR14750,MER1486,UPI,Insurance,213.48,Success,Ahmedabad,iOS,0
TXN102413,2025-01-02 10:54:46,USR14068,MER1167,Netbanking,Food Delivery,100.7,Success,Hyderabad,Android,0
TXN114291,2025-01-02 11:15:19,USR14615,MER1307,UPI,Food Delivery,253.22,Success,Mumbai,Android,0
TXN120034,2025-01-02 11:18:06,USR18595,MER1265,Wallet,Recharge,333.55,Success,Mumbai,iOS,0
TXN119195,2025-01-02 11:31:29,USR17430,USR15887,UPI,P2P Transfer,976.18,Success,Lucknow,Android,0
TXN121678,2025-01-02 11:31:51,USR13799,MER1091,UPI,Recharge,133.31,Success,Chennai,Android,0
TXN106011,2025-01-02 11:34:26,USR12575,MER1116,Wallet,Food Delivery,22.43,Failed,Delhi,Android,0
TXN124684,2025-01-02 11:42:05,USR12512,MER1168,Wallet,Fuel,560.28,Success,Hyderabad,Android,0
TXN123538,2025-01-02 12:08:20,USR15330,MER1053,UPI,Grocery,94.3,Success,Lucknow,Android,0
TXN104588,2025-01-02 12:24:25,USR17052,USR16029,UPI,P2P Transfer,231.27,Success,Mumbai,Android,0
TXN110544,2025-01-02 12:37:36,USR18643,MER1371,UPI,Travel,2164.74,Success,Pune,Android,0
TXN122696,2025-01-02 12:56:13,USR17774,MER1246,UPI,Bill Payment,780.95,Success,Mumbai,iOS,0
TXN109412,2025-01-02 12:56:25,USR17097,MER1240,Netbanking,Recharge,163.89,Success,Hyderabad,Android,0
TXN107881,2025-01-02 13:05:01,USR10037,MER1035,UPI,Recharge,97.32,Success,Bengaluru,Android,0
TXN114473,2025-01-02 13:13:29,USR13491,MER1206,Card,Bill Payment,523.65,Success,Hyderabad,iOS,0
TXN116797,2025-01-02 13:42:08,USR13106,MER1461,Card,Entertainment,93.11,Success,Delhi,Android,0
TXN107772,2025-01-02 13:44:12,USR13255,MER1363,UPI,Food Delivery,66.93,Success,Pune,Android,0
TXN109042,2025-01-02 13:46:59,USR11523,MER1379,Wallet,Grocery,56.59,Success,Mumbai,Android,0
TXN123351,2025-01-02 14:17:40,USR10311,MER1188,UPI,Food Delivery,194.98,Success,Hyderabad,Android,0
TXN123818,2025-01-02 14:34:53,USR15940,MER1188,UPI,Entertainment,36.34,Success,Delhi,Android,0
TXN107424,2025-01-02 14:35:54,USR18596,MER1378,UPI,Insurance,240.7,Success,Bengaluru,Android,0
TXN119862,2025-01-02 14:58:09,USR13692,MER1401,UPI,Fuel,38.76,Success,Lucknow,Android,0
TXN124071,2025-01-02 15:03:21,USR18725,MER1460,Netbanking,Insurance,325.95,Success,Kolkata,Android,0
TXN121775,2025-01-02 15:25:50,USR13090,USR17594,Netbanking,P2P Transfer,97.92,Success,Mumbai,Android,0
TXN107519,2025-01-02 16:00:33,USR12782,MER1017,Wallet,Bill Payment,382.76,Success,Ahmedabad,iOS,0
TXN110978,2025-01-02 16:06:27,USR16295,MER1356,Card,Grocery,674.53,Success,Bengaluru,Android,0
TXN114351,2025-01-02 16:25:11,USR11474,MER1073,Wallet,Entertainment,68.26,Success,Bengaluru,Android,0
TXN103539,2025-01-02 16:29:16,USR17280,MER1220,Wallet,Bill Payment,945.06,Success,Jaipur,Android,0
TXN111295,2025-01-02 16:36:26,USR12724,MER1178,UPI,Travel,801.43,Success,Jaipur,Android,0
TXN109109,2025-01-02 16:50:36,USR16414,USR19361,UPI,P2P Transfer,698.84,Success,Hyderabad,iOS,0
TXN121173,2025-01-02 16:59:00,USR16106,MER1326,UPI,Entertainment,158.23,Success,Mumbai,iOS,0
TXN105605,2025-01-02 17:27:55,USR14668,MER1120,UPI,Shopping,344.31,Success,Jaipur,iOS,0
TXN121437,2025-01-02 17:45:27,USR19476,MER1165,UPI,Fuel,389.3,Failed,Hyderabad,iOS,0
TXN102588,2025-01-02 17:47:11,USR14957,USR12287,UPI,P2P Transfer,1790.06,Success,Hyderabad,Android,0
TXN123556,2025-01-02 17:53:24,USR13855,MER1387,UPI,Food Delivery,234.57,Success,Kolkata,iOS,0
TXN121484,2025-01-02 17:54:47,USR15741,MER1072,Wallet,Recharge,172.57,Success,Jaipur,Android,0
TXN112228,2025-01-02 17:58:31,USR14528,MER1088,Card,Shopping,2566.1,Success,Kolkata,Android,0
TXN112279,2025-01-02 18:08:35,USR19677,MER1022,UPI,Recharge,202.83,Success,Ahmedabad,iOS,0
TXN115183,2025-01-02 18:15:59,USR13154,MER1351,UPI,Entertainment,690.37,Success,Kolkata,Android,0
TXN122437,2025-01-02 18:21:12,USR19479,MER1276,UPI,Recharge,231.5,Success,Jaipur,Android,0
TXN104928,2025-01-02 18:23:54,USR10751,MER1127,Netbanking,Travel,3924.18,Success,Chennai,iOS,0
TXN117821,2025-01-02 18:39:18,USR17326,MER1129,UPI,Fuel,439.25,Success,Pune,Android,0
TXN120549,2025-01-02 18:40:18,USR12812,MER1286,UPI,Grocery,223.12,Success,Kolkata,iOS,0
TXN116123,2025-01-02 18:42:27,USR18045,MER1493,UPI,Grocery,271.92,Failed,Kolkata,iOS,0
TXN119215,2025-01-02 18:46:02,USR11688,MER1120,UPI,Entertainment,144.29,Success,Jaipur,Android,0
TXN121841,2025-01-02 18:53:37,USR17734,USR12521,UPI,P2P Transfer,266.19,Success,Lucknow,Android,0
TXN105667,2025-01-02 19:02:29,USR19678,MER1095,UPI,Insurance,466.03,Success,Lucknow,Web,0
TXN119296,2025-01-02 19:09:48,USR11205,MER1121,UPI,Bill Payment,726.4,Success,Pune,Android,0
TXN118444,2025-01-02 19:20:31,USR12578,MER1434,Netbanking,Fuel,280.7,Success,Chennai,Android,0
TXN103014,2025-01-02 19:25:22,USR10474,MER1107,UPI,Travel,767.22,Success,Lucknow,Android,0
TXN101131,2025-01-02 19:31:09,USR11038,MER1225,UPI,Fuel,316.99,Success,Chennai,Android,0
TXN102337,2025-01-02 19:35:06,USR10242,MER1262,Wallet,Recharge,272.08,Success,Pune,Android,0
TXN107601,2025-01-02 20:00:51,USR17674,MER1249,UPI,Bill Payment,430.17,Success,Hyderabad,iOS,0
TXN118733,2025-01-02 20:03:09,USR14630,MER1262,Card,Shopping,403.62,Success,Delhi,iOS,0
TXN122861,2025-01-02 20:23:51,USR18739,USR12729,Netbanking,P2P Transfer,828.65,Success,Ahmedabad,Android,0
TXN121348,2025-01-02 20:24:23,USR14313,MER1299,Netbanking,Shopping,2297.87,Success,Bengaluru,iOS,0
TXN123043,2025-01-02 20:56:31,USR10930,USR13756,UPI,P2P Transfer,762.6,Success,Jaipur,Android,0
TXN107904,2025-01-02 20:57:22,USR13011,MER1072,UPI,Shopping,2148.98,Success,Chennai,Android,0
TXN115021,2025-01-02 20:58:24,USR19359,MER1102,UPI,Insurance,335.65,Success,Lucknow,Android,0
TXN104027,2025-01-02 21:09:48,USR18963,MER1048,Wallet,Recharge,364.79,Success,Bengaluru,Android,0
TXN118558,2025-01-02 21:17:41,USR14076,USR17313,Card,P2P Transfer,606.3,Success,Bengaluru,Android,0
TXN116162,2025-01-02 21:20:41,USR18426,MER1425,UPI,Grocery,70.44,Success,Pune,iOS,0
TXN104058,2025-01-02 21:31:28,USR16542,MER1072,Netbanking,Insurance,449.1,Success,Lucknow,iOS,0
TXN115168,2025-01-02 21:40:36,USR17723,MER1194,Card,Shopping,227.97,Success,Chennai,Android,0
TXN121046,2025-01-02 21:43:13,USR19441,MER1410,UPI,Fuel,484.65,Success,Delhi,Android,0
TXN100833,2025-01-02 21:44:00,USR12903,USR16205,UPI,P2P Transfer,830.26,Success,Kolkata,Android,0
TXN114181,2025-01-02 22:08:41,USR13727,MER1350,UPI,Recharge,177.53,Success,Mumbai,Android,0
TXN123928,2025-01-02 22:08:44,USR19680,MER1249,Wallet,Entertainment,65.86,Success,Chennai,Android,0
TXN103907,2025-01-02 22:34:54,USR16241,MER1432,Netbanking,Recharge,54.37,Success,Jaipur,iOS,0
TXN114577,2025-01-02 23:16:49,USR14934,MER1461,Card,Bill Payment,780.55,Success,Ahmedabad,Android,0
TXN109625,2025-01-03 05:21:58,USR11178,MER1302,Card,Recharge,102.64,Success,Ahmedabad,iOS,0
TXN111023,2025-01-03 05:24:19,USR13418,MER1080,UPI,Shopping,1461.62,Success,Delhi,Android,0
TXN120920,2025-01-03 06:27:45,USR11479,MER1232,UPI,Recharge,136.7,Success,Jaipur,Android,0
TXN102907,2025-01-03 06:35:56,USR12660,MER1371,UPI,Travel,79.51,Success,Hyderabad,Android,0
TXN117056,2025-01-03 07:26:32,USR18736,MER1214,Card,Fuel,271.06,Success,Hyderabad,Android,0
TXN113013,2025-01-03 08:09:18,USR16620,MER1116,Card,Bill Payment,517.14,Success,Pune,Android,0
TXN120353,2025-01-03 08:15:14,USR14871,MER1244,UPI,Recharge,109.58,Success,Kolkata,Android,0
TXN111652,2025-01-03 08:20:04,USR19099,USR15378,Netbanking,P2P Transfer,999.84,Success,Mumbai,Android,0
TXN116493,2025-01-03 08:32:55,USR14733,MER1442,UPI,Fuel,956.96,Success,Kolkata,iOS,0
TXN101263,2025-01-03 08:34:14,USR18046,MER1326,UPI,Entertainment,57.91,Success,Lucknow,Android,0
TXN120622,2025-01-03 08:55:40,USR13416,MER1348,UPI,Fuel,251.13,Success,Jaipur,Android,1
TXN116321,2025-01-03 09:10:54,USR14693,MER1297,Wallet,Grocery,88.42,Success,Hyderabad,Android,0
TXN114635,2025-01-03 09:25:22,USR19875,MER1007,UPI,Entertainment,231.96,Success,Lucknow,iOS,0
TXN109113,2025-01-03 10:13:56,USR18019,MER1202,UPI,Bill Payment,231.81,Success,Ahmedabad,Android,0
TXN101546,2025-01-03 10:23:02,USR13713,MER1468,UPI,Food Delivery,225.76,Success,Mumbai,Android,0
TXN102018,2025-01-03 10:57:26,USR12392,MER1390,Wallet,Food Delivery,109.6,Success,Ahmedabad,Android,0
TXN112170,2025-01-03 11:12:46,USR16593,USR16082,UPI,P2P Transfer,1649.81,Success,Kolkata,iOS,0
TXN103703,2025-01-03 11:15:59,USR15338,MER1243,UPI,Food Delivery,58.38,Success,Ahmedabad,iOS,0
TXN107162,2025-01-03 11:17:56,USR17773,MER1069,UPI,Bill Payment,1037.56,Success,Ahmedabad,iOS,0
TXN113880,2025-01-03 11:18:38,USR13425,MER1370,UPI,Grocery,123.9,Success,Kolkata,iOS,0
TXN119550,2025-01-03 11:36:29,USR14736,MER1404,UPI,Entertainment,225.55,Success,Mumbai,Android,0
TXN104072,2025-01-03 11:38:43,USR15913,MER1281,UPI,Recharge,114.11,Success,Pune,Android,0
TXN117252,2025-01-03 11:46:02,USR15941,USR12248,Wallet,P2P Transfer,541.44,Success,Jaipur,iOS,0
TXN119851,2025-01-03 11:50:30,USR19979,MER1235,UPI,Insurance,230.15,Success,Pune,Android,0
TXN116973,2025-01-03 11:57:43,USR17940,MER1335,Wallet,Recharge,146.18,Success,Jaipur,Android,0
TXN103916,2025-01-03 12:01:56,USR18416,USR10846,UPI,P2P Transfer,1240.84,Success,Kolkata,Android,0
TXN111733,2025-01-03 12:07:51,USR16980,MER1316,UPI,Grocery,49.36,Success,Bengaluru,Web,0
TXN123097,2025-01-03 12:33:30,USR10964,MER1089,UPI,Shopping,3215.23,Success,Delhi,Android,0
TXN107467,2025-01-03 12:53:05,USR18875,MER1267,UPI,Food Delivery,65.28,Success,Delhi,Android,0
TXN113749,2025-01-03 13:21:04,USR13869,MER1406,UPI,Grocery,98.11,Success,Jaipur,iOS,0
TXN107323,2025-01-03 13:35:32,USR13978,MER1114,Wallet,Grocery,46.78,Success,Delhi,iOS,0
TXN117350,2025-01-03 14:23:16,USR19204,MER1341,UPI,Insurance,176.68,Success,Mumbai,Android,0
TXN123322,2025-01-03 14:31:30,USR13759,MER1247,UPI,Bill Payment,501.71,Success,Mumbai,Android,0
TXN109432,2025-01-03 14:44:49,USR13257,MER1203,UPI,Travel,191.21,Success,Hyderabad,Android,0
TXN114248,2025-01-03 14:57:02,USR13628,MER1160,UPI,Travel,468.94,Success,Kolkata,Android,0
TXN106377,2025-01-03 15:11:13,USR14816,MER1455,Wallet,Insurance,387.32,Success,Chennai,Android,0
TXN105268,2025-01-03 15:20:23,USR15876,MER1420,Wallet,Bill Payment,291.12,Success,Pune,iOS,0
TXN107725,2025-01-03 15:20:57,USR17567,MER1223,Netbanking,Bill Payment,499.95,Success,Lucknow,Android,0
TXN109458,2025-01-03 16:19:49,USR19482,MER1193,UPI,Food Delivery,121.5,Success,Pune,iOS,0
TXN111111,2025-01-03 16:30:46,USR10907,USR14074,Card,P2P Transfer,173.06,Success,Bengaluru,iOS,0
TXN118171,2025-01-03 17:08:53,USR15901,MER1289,Card,Insurance,574.89,Success,Ahmedabad,Android,0
TXN111076,2025-01-03 17:23:11,USR19544,MER1237,Wallet,Food Delivery,41.21,Success,Bengaluru,Android,0
TXN114431,2025-01-03 17:32:51,USR16186,MER1426,UPI,Fuel,632.51,Success,Kolkata,Android,0
TXN110952,2025-01-03 17:58:15,USR12931,MER1160,Netbanking,Entertainment,370.49,Success,Bengaluru,iOS,0
TXN105248,2025-01-03 18:20:13,USR13317,MER1352,Wallet,Shopping,1530.16,Success,Bengaluru,iOS,0
TXN124026,2025-01-03 18:30:04,USR18272,MER1225,Netbanking,Entertainment,399.82,Success,Ahmedabad,Android,0
TXN118778,2025-01-03 18:31:05,USR10180,MER1194,UPI,Recharge,808.32,Success,Hyderabad,iOS,0
TXN116094,2025-01-03 18:37:17,USR19531,MER1325,UPI,Bill Payment,70.81,Success,Bengaluru,iOS,0
TXN104094,2025-01-03 18:57:18,USR11222,MER1435,UPI,Travel,1154.81,Success,Jaipur,Android,0
TXN114329,2025-01-03 19:06:07,USR17513,MER1010,UPI,Bill Payment,296.82,Success,Hyderabad,Android,0
TXN114957,2025-01-03 19:06:23,USR12956,USR13493,UPI,P2P Transfer,686.06,Failed,Bengaluru,Android,0
TXN116664,2025-01-03 19:09:21,USR13011,MER1141,Card,Food Delivery,129.7,Success,Pune,Android,0
TXN101550,2025-01-03 19:31:01,USR15587,USR19551,Netbanking,P2P Transfer,1846.83,Success,Kolkata,Android,0
TXN103767,2025-01-03 19:46:15,USR14918,MER1256,Wallet,Fuel,272.43,Success,Hyderabad,Android,0
TXN113140,2025-01-03 19:57:26,USR11256,MER1356,Wallet,Travel,1866.3,Success,Jaipur,Android,0
TXN105843,2025-01-03 20:25:11,USR15681,MER1414,UPI,Recharge,585.21,Success,Jaipur,Android,0
TXN114263,2025-01-03 20:35:20,USR19701,MER1438,Wallet,Insurance,363.83,Success,Ahmedabad,iOS,0
TXN103858,2025-01-03 20:41:18,USR16052,MER1244,UPI,Bill Payment,509.91,Success,Chennai,Android,0
TXN109175,2025-01-03 20:50:33,USR19800,MER1400,UPI,Entertainment,28.85,Success,Delhi,Android,0
TXN100151,2025-01-03 21:44:22,USR14895,MER1160,UPI,Fuel,238.1,Success,Hyderabad,Android,0
TXN112833,2025-01-03 22:05:26,USR11778,MER1112,Wallet,Shopping,408.17,Success,Hyderabad,Android,0
TXN109005,2025-01-03 22:06:21,USR14757,MER1410,Wallet,Fuel,374.47,Success,Bengaluru,Android,0
TXN103489,2025-01-03 23:29:21,USR18674,MER1479,Wallet,Food Delivery,151.19,Success,Delhi,iOS,0
TXN109915,2025-01-04 00:21:45,USR10153,MER1038,UPI,Entertainment,120.55,Success,Pune,Android,0
TXN107056,2025-01-04 00:49:24,USR18706,MER1326,Card,Entertainment,713.58,Success,Hyderabad,Android,0
TXN116564,2025-01-04 02:46:48,USR14941,MER1375,UPI,Shopping,788.4,Success,Jaipur,Android,0
TXN104434,2025-01-04 04:44:50,USR11973,MER1205,Netbanking,Shopping,1820.06,Success,Delhi,Android,0
TXN121247,2025-01-04 05:23:52,USR15934,MER1163,UPI,Grocery,112.68,Success,Ahmedabad,Web,0
TXN100992,2025-01-04 06:03:19,USR19765,MER1116,UPI,Insurance,727.14,Success,Pune,Android,0
TXN110377,2025-01-04 06:38:00,USR10841,MER1143,Card,Shopping,199.35,Success,Chennai,Android,0
TXN106926,2025-01-04 07:04:28,USR10166,MER1079,UPI,Food Delivery,403.86,Success,Delhi,Android,0
TXN110440,2025-01-04 07:05:29,USR14914,MER1370,UPI,Shopping,453.72,Success,Jaipur,Android,0
TXN122638,2025-01-04 07:21:20,USR16552,MER1065,Wallet,Entertainment,17.26,Failed,Jaipur,Android,0
TXN118641,2025-01-04 07:25:28,USR14007,MER1117,UPI,Shopping,1477.45,Success,Kolkata,Android,0
TXN113067,2025-01-04 08:01:41,USR13971,MER1470,Wallet,Entertainment,201.14,Success,Delhi,Android,0
TXN101475,2025-01-04 08:26:50,USR11674,MER1072,UPI,Entertainment,192.25,Success,Chennai,Android,0
TXN124201,2025-01-04 08:27:50,USR10653,MER1234,Wallet,Grocery,138.3,Success,Lucknow,Android,0
TXN100087,2025-01-04 08:28:44,USR11622,MER1116,Wallet,Shopping,825.04,Success,Pune,Android,0
TXN113983,2025-01-04 08:35:28,USR10313,MER1470,UPI,Entertainment,39.68,Success,Hyderabad,iOS,0
TXN121878,2025-01-04 09:12:58,USR19276,MER1181,Card,Food Delivery,306.55,Success,Delhi,Android,0
TXN100981,2025-01-04 09:49:02,USR11511,MER1497,UPI,Entertainment,126.37,Success,Bengaluru,Android,0
TXN118540,2025-01-04 11:08:58,USR11230,MER1148,UPI,Grocery,484.83,Success,Kolkata,Android,0
TXN105971,2025-01-04 11:33:26,USR16972,MER1476,UPI,Bill Payment,196.51,Success,Chennai,Android,0
TXN114907,2025-01-04 11:33:50,USR12724,MER1478,UPI,Insurance,689.05,Success,Ahmedabad,Android,0
TXN101062,2025-01-04 11:41:48,USR12426,MER1161,Wallet,Travel,7060.34,Success,Kolkata,iOS,0
TXN118041,2025-01-04 11:51:10,USR11160,MER1104,Wallet,Grocery,325.23,Success,Mumbai,Android,0
TXN115212,2025-01-04 11:55:15,USR15049,MER1050,UPI,Food Delivery,152.65,Success,Bengaluru,Android,0
TXN112577,2025-01-04 12:02:31,USR13664,MER1314,UPI,Insurance,689.54,Success,Delhi,Android,0
TXN118205,2025-01-04 12:17:40,USR14384,MER1435,UPI,Entertainment,636.14,Success,Ahmedabad,Android,0
TXN102807,2025-01-04 12:20:35,USR11408,MER1486,Wallet,Entertainment,611.01,Success,Ahmedabad,iOS,0
TXN110112,2025-01-04 12:31:43,USR17316,MER1138,UPI,Insurance,481.52,Success,Kolkata,Android,0
TXN121827,2025-01-04 12:33:11,USR16991,MER1152,UPI,Grocery,37.09,Success,Jaipur,iOS,0
